	cancer	sample	transposon_class	N_motifs_inTE	N_motifs_outsideTE	N_mutated_motifs_inTE	N_mutated_motifs_outsideTE	D_APOBEC_in	D_APOBEC_outside
189	BRCA	1c0e384f-7254-4afe-93c0-b3fc6c6a7894	RC_transposons	49644	350719667	41	281953	0.000825880267504633	0.0008039269722504612
190	BRCA	1c0e384f-7254-4afe-93c0-b3fc6c6a7894	SINE	45502579	305266732	39556	242438	0.0008693133635348449	0.0007941841497487516
191	BRCA	1c0e384f-7254-4afe-93c0-b3fc6c6a7894	SVA	513537	350255774	427	281567	0.0008314882861410181	0.0008038896740643025
192	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	DNA_transposons	11364604	339404707	9484	275784	0.0008345209388730131	0.0008125520781301363
193	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	LINE	74087089	276682222	60531	224737	0.0008170249474911883	0.0008122567412372451
194	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	LTR	31965907	318803404	25780	259488	0.0008064842333427298	0.0008139436302882136
195	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	RC_transposons	49644	350719667	42	285226	0.0008460236886632825	0.000813259211950609
196	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	SINE	45502579	305266732	39900	245368	0.000876873374583889	0.0008037823132328746
197	BRCA	1eb62abc-7928-405b-84cc-f091ca5347b2	SVA	513537	350255774	430	284838	0.0008373301242169503	0.000813228563649603
198	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	DNA_transposons	11364604	339404707	9513	276676	0.0008370727215836117	0.0008151802090358163
199	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	LINE	74087089	276682222	60728	225461	0.0008196839802951362	0.0008148734615843876
200	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	LTR	31965907	318803404	25859	260330	0.0008089556163696528	0.0008165847564162145
201	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	RC_transposons	49644	350719667	42	286147	0.0008460236886632825	0.0008158852409038128
202	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	SINE	45502579	305266732	40039	246150	0.0008799281464903341	0.000806344007377784
203	BRCA	207f8a42-5b05-4876-b0ae-ebfaeea27844	SVA	513537	350255774	431	285758	0.0008392774035755943	0.0008158552155659824
204	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	DNA_transposons	11364604	339404707	9552	277954	0.0008405044293668306	0.0008189456252885733
205	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	LINE	74087089	276682222	61026	226480	0.0008237062735721739	0.000818556387045352
206	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	LTR	31965907	318803404	25963	261543	0.0008122090826329439	0.0008203896091398071
207	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	RC_transposons	49644	350719667	42	287464	0.0008460236886632825	0.0008196403767684919
208	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	SINE	45502579	305266732	40190	247316	0.0008832466397124436	0.0008101636178291449
209	BRCA	2290b078-6a5b-4c83-9dfb-b525bbf14e4e	SVA	513537	350255774	432	287074	0.0008412246829342385	0.000819612469828977
210	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	DNA_transposons	11364604	339404707	9577	278960	0.0008427042420483811	0.0008219096383952036
211	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	LINE	74087089	276682222	61252	227285	0.0008267567376010684	0.0008214658620169676
212	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	LTR	31965907	318803404	26048	262489	0.0008148681656365952	0.0008233569551220978
213	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	RC_transposons	49644	350719667	42	288495	0.0008460236886632825	0.0008225800465304388
214	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	SINE	45502579	305266732	40313	248224	0.0008859497831980029	0.0008131380657621087
215	BRCA	25c76a8f-77c0-4650-bddf-45ed0c10a2e6	SVA	513537	350255774	436	288101	0.0008490138003688148	0.0008225446127834569
216	BRCA	25e4cad7-2403-4992-9cbc-433574673549	DNA_transposons	11364604	339404707	9588	279477	0.0008436721596282634	0.0008234328936398634
217	BRCA	25e4cad7-2403-4992-9cbc-433574673549	LINE	74087089	276682222	61361	227704	0.0008282279791017299	0.000822980234704057
218	BRCA	25e4cad7-2403-4992-9cbc-433574673549	LTR	31965907	318803404	26101	262964	0.0008165261820976956	0.0008248469015719795
219	BRCA	25e4cad7-2403-4992-9cbc-433574673549	RC_transposons	49644	350719667	42	289023	0.0008460236886632825	0.0008240855224124058
220	BRCA	25e4cad7-2403-4992-9cbc-433574673549	SINE	45502579	305266732	40384	248681	0.0008875101343156836	0.0008146351171997347
221	BRCA	25e4cad7-2403-4992-9cbc-433574673549	SVA	513537	350255774	437	288628	0.0008509610797274588	0.0008240492275225133
222	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	DNA_transposons	11364604	339404707	9627	280571	0.0008471038674114821	0.0008266561842349464
223	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	LINE	74087089	276682222	61661	228537	0.0008322772676356605	0.0008259909088051201
224	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	LTR	31965907	318803404	26194	264004	0.0008194355317369846	0.0008281091001148784
225	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	RC_transposons	49644	350719667	42	290156	0.0008460236886632825	0.00082731602274246
226	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	SINE	45502579	305266732	40515	249683	0.0008903890920116857	0.0008179174925618819
227	BRCA	27f87d1e-2c32-4beb-9677-62f7a286673d	SVA	513537	350255774	440	289758	0.0008568029178033909	0.0008272754412893704
228	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	DNA_transposons	11364604	339404707	9656	281413	0.0008496556501220808	0.0008291369983858238
229	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	LINE	74087089	276682222	61892	229177	0.0008353952198067871	0.0008283040317639201
230	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	LTR	31965907	318803404	26268	264801	0.0008217504981166341	0.0008306090734213114
231	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	RC_transposons	49644	350719667	42	291027	0.0008460236886632825	0.0008297994876916896
232	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	SINE	45502579	305266732	40625	250444	0.0008928065374052754	0.0008204103944087822
233	BRCA	2b000af3-2c9d-4eaa-af3f-8101b7425c37	SVA	513537	350255774	441	290628	0.0008587501971620351	0.0008297593403842074
234	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	DNA_transposons	11364604	339404707	9683	282227	0.0008520314478181553	0.0008315353151540117
235	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	LINE	74087089	276682222	62064	229846	0.000837716811899574	0.0008307219681067908
236	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	LTR	31965907	318803404	26345	265565	0.0008241593144846476	0.0008330055346585948
237	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	RC_transposons	49644	350719667	42	291868	0.0008460236886632825	0.0008321974142385349
238	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	SINE	45502579	305266732	40736	251174	0.0008952459595751704	0.0008228017457205261
239	BRCA	2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	SVA	513537	350255774	445	291465	0.0008665393145966114	0.0008321490226168263
240	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	DNA_transposons	11364604	339404707	9692	282601	0.0008528233803835136	0.0008326372444799359
241	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	LINE	74087089	276682222	62147	230146	0.0008388371150606282	0.0008318062444937283
242	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	LTR	31965907	318803404	26376	265917	0.0008251290976977441	0.0008341096633961914
243	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	RC_transposons	49644	350719667	42	292251	0.0008460236886632825	0.0008332894545089769
244	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	SINE	45502579	305266732	40786	251507	0.0008963447983904385	0.0008238925950175271
245	BRCA	2da2b745-068d-408c-9163-3b3a78d4aaed	SVA	513537	350255774	445	291848	0.0008665393145966114	0.0008332425092298407
246	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	DNA_transposons	11364604	339404707	9698	282804	0.0008533513354270858	0.0008332353505044348
247	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	LINE	74087089	276682222	62183	230319	0.0008393230296846999	0.0008324315105435289
248	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	LTR	31965907	318803404	26392	266110	0.0008256296309690196	0.0008347150521642485
249	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	RC_transposons	49644	350719667	42	292460	0.0008460236886632825	0.0008338853720455888
250	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	SINE	45502579	305266732	40819	251683	0.0008970700320085153	0.0008244691399913175
251	BRCA	30dbe353-86d5-40ed-84c2-dbddf7beb17b	SVA	513537	350255774	446	292056	0.0008684865939552554	0.0008338363609674569
252	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	DNA_transposons	11364604	339404707	9734	284165	0.0008565190656885185	0.0008372453125701642
253	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	LINE	74087089	276682222	62493	231406	0.0008435072945030948	0.0008363602053188657
254	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	LTR	31965907	318803404	26540	267359	0.0008302595637283184	0.0008386328271450953
255	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	RC_transposons	49644	350719667	42	293857	0.0008460236886632825	0.0008378686103166265
256	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	SINE	45502579	305266732	40996	252903	0.0009009599214145642	0.0008284656449232732
257	BRCA	3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	SVA	513537	350255774	448	293451	0.0008723811526725435	0.0008378191646884885
258	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	DNA_transposons	11364604	339404707	9773	285293	0.0008599507734717373	0.000840568778558513
259	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	LINE	74087089	276682222	62757	232309	0.0008470706684129538	0.0008396238772435476
260	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	LTR	31965907	318803404	26653	268413	0.000833794579956702	0.0008419389398991486
261	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	RC_transposons	49644	350719667	42	295024	0.0008460236886632825	0.0008411960541693831
262	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	SINE	45502579	305266732	41156	253910	0.0009044762056234219	0.0008317643994039941
263	BRCA	36d1a85e-a09b-4537-86e0-eaf1eb03aed8	SVA	513537	350255774	451	294615	0.0008782229907484758	0.0008411424503739944
264	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	DNA_transposons	11364604	339404707	9847	287086	0.0008664622190091269	0.0008458515573857377
265	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	LINE	74087089	276682222	63167	233766	0.0008526046960759924	0.0008448898462294408
266	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	LTR	31965907	318803404	26816	270117	0.0008388937626578216	0.0008472839267425137
267	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	RC_transposons	49644	350719667	42	296891	0.0008460236886632825	0.0008465193940777778
268	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	SINE	45502579	305266732	41383	255550	0.0009094649338447388	0.0008371367502961311
269	BRCA	418e916b-7a4e-4fab-8616-15dcec4d79f8	SVA	513537	350255774	460	296473	0.0008957485049762724	0.0008464471452225081
270	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	DNA_transposons	11364604	339404707	9925	289680	0.0008733256345755646	0.0008534943506249016
271	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	LINE	74087089	276682222	63768	235837	0.0008607167707723001	0.0008523749675539327
272	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	LTR	31965907	318803404	27076	272529	0.0008470274283160494	0.0008548497179785445
273	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	RC_transposons	49644	350719667	43	299562	0.0008661671098219322	0.0008541351631700768
274	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	SINE	45502579	305266732	41746	257859	0.0009174425036435847	0.0008447006272534146
275	BRCA	41f140b8-72b9-4ae3-8b25-6144d9f94d0f	SVA	513537	350255774	463	299142	0.0009015903430522047	0.0008540672908364388
276	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	DNA_transposons	11364604	339404707	9938	290415	0.0008744695371699709	0.0008556599069205013
277	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	LINE	74087089	276682222	63944	236409	0.0008630923533788728	0.0008544423211983602
278	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	LTR	31965907	318803404	27138	273215	0.0008489669947422421	0.0008570015143251105
279	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	RC_transposons	49644	350719667	43	300310	0.0008661671098219322	0.00085626792066953
280	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	SINE	45502579	305266732	41832	258521	0.0009193325064058457	0.0008468692225525577
281	BRCA	43f7a2e0-fec9-4e43-872d-18c6c946fa17	SVA	513537	350255774	463	299890	0.0009015903430522047	0.0008562028730467124
282	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	DNA_transposons	11364604	339404707	9966	291365	0.0008769333273733075	0.0008584589252617525
283	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	LINE	74087089	276682222	64176	237155	0.0008662238031784458	0.0008571385551472114
284	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	LTR	31965907	318803404	27239	274092	0.000852126611017169	0.0008597524259809974
285	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	RC_transposons	49644	350719667	43	301288	0.0008661671098219322	0.0008590564725872644
286	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	SINE	45502579	305266732	41980	259351	0.000922585069299039	0.0008495881562357735
287	BRCA	467ef778-f481-44f3-9768-b9900252d2ba	SVA	513537	350255774	465	300866	0.0009054849017694928	0.0008589894081232191
288	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	DNA_transposons	11364604	339404707	10023	292963	0.0008819489002872428	0.0008631671687452467
289	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	LINE	74087089	276682222	64539	238447	0.000871123442304502	0.000861808172120289
290	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	LTR	31965907	318803404	27386	275600	0.0008567252604470132	0.0008644826138682007
291	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	RC_transposons	49644	350719667	43	302943	0.0008661671098219322	0.0008637753411188088
292	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	SINE	45502579	305266732	42201	260785	0.0009274419368625237	0.0008542856874426788
293	BRCA	47312f61-5ef4-4f25-9320-8fbb4758790e	SVA	513537	350255774	467	302519	0.0009093794604867808	0.0008637088164034092
294	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	DNA_transposons	11364604	339404707	10033	293461	0.0008828288253598629	0.0008646344436230815
295	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	LINE	74087089	276682222	64649	238845	0.0008726081814336099	0.0008632466454602927
296	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	LTR	31965907	318803404	27433	276061	0.000858195576931385	0.000865928646106928
297	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	RC_transposons	49644	350719667	44	303450	0.0008863105309805817	0.0008652209401191066
298	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	SINE	45502579	305266732	42262	261232	0.0009287825202171508	0.0008557499806431577
299	BRCA	47b5d831-5287-4f62-b17a-6e5eff2e4184	SVA	513537	350255774	470	303024	0.0009152212985627131	0.000865150619900987
300	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	DNA_transposons	11364604	339404707	10069	294688	0.0008859965556212957	0.0008682495967859397
301	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	LINE	74087089	276682222	64947	239810	0.0008766304747106476	0.0008667344011716084
302	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	LTR	31965907	318803404	27542	277215	0.0008616054598419498	0.0008695484317977985
303	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	RC_transposons	49644	350719667	44	304713	0.0008863105309805817	0.0008688221068594936
304	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	SINE	45502579	305266732	42435	262322	0.0009325845025179782	0.0008593206284922
305	BRCA	4d409156-3a36-4c63-9ad6-b6af34f27b06	SVA	513537	350255774	470	304287	0.0009152212985627131	0.0008687565561731468
306	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	DNA_transposons	11364604	339404707	10104	295591	0.0008890762933754665	0.0008709101373776764
307	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	LINE	74087089	276682222	65179	240516	0.0008797619245102207	0.0008692860649355346
308	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	LTR	31965907	318803404	27632	278063	0.0008644209594928747	0.0008722083783020084
309	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	RC_transposons	49644	350719667	44	305651	0.0008863105309805817	0.0008714966075740486
310	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	SINE	45502579	305266732	42580	263115	0.0009357711350822554	0.0008619183566979712
311	BRCA	4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	SVA	513537	350255774	476	305219	0.0009269049747145775	0.0008714174687666962
312	BRCA	546b982f-60d9-43df-9761-09369afbee2d	DNA_transposons	11364604	339404707	10121	296029	0.0008905721659989208	0.000872200632149748
313	BRCA	546b982f-60d9-43df-9761-09369afbee2d	LINE	74087089	276682222	65279	240871	0.0008811116873548642	0.000870569125326744
314	BRCA	546b982f-60d9-43df-9761-09369afbee2d	LTR	31965907	318803404	27668	278482	0.0008655471593532447	0.0008735226679072724
315	BRCA	546b982f-60d9-43df-9761-09369afbee2d	RC_transposons	49644	350719667	45	306105	0.0009064539521392314	0.0008727910887301338
316	BRCA	546b982f-60d9-43df-9761-09369afbee2d	SINE	45502579	305266732	42643	263507	0.0009371556719894932	0.0008632024795941406
317	BRCA	546b982f-60d9-43df-9761-09369afbee2d	SVA	513537	350255774	478	305672	0.0009307995334318657	0.0008727108093298699
318	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	DNA_transposons	11364604	339404707	10130	296400	0.0008913640985642791	0.000873293722470384
319	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	LINE	74087089	276682222	65349	241181	0.0008820565213461147	0.0008716895442599128
320	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	LTR	31965907	318803404	27701	278829	0.0008665795092252505	0.0008746111129980281
321	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	RC_transposons	49644	350719667	45	306485	0.0009064539521392314	0.0008738745751603374
322	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	SINE	45502579	305266732	42684	263846	0.000938056719818013	0.00086431298383343
323	BRCA	5a535c49-d42e-43c6-9d32-dc76f28d4f0f	SVA	513537	350255774	480	306050	0.0009346940921491538	0.00087379002066073
324	BRCA	5b7d5767-2037-4175-aec9-886776343181	DNA_transposons	11364604	339404707	10218	299181	0.0008991074392033369	0.00088148748037251
325	BRCA	5b7d5767-2037-4175-aec9-886776343181	LINE	74087089	276682222	65982	243417	0.0008906005201527084	0.0008797710175972202
326	BRCA	5b7d5767-2037-4175-aec9-886776343181	LTR	31965907	318803404	27975	281424	0.0008751511414958443	0.0008827509257084345
327	BRCA	5b7d5767-2037-4175-aec9-886776343181	RC_transposons	49644	350719667	45	309354	0.0009064539521392314	0.0008820548977083741
328	BRCA	5b7d5767-2037-4175-aec9-886776343181	SINE	45502579	305266732	43066	266333	0.0009464518483666607	0.0008724599574119331
329	BRCA	5b7d5767-2037-4175-aec9-886776343181	SVA	513537	350255774	483	308916	0.000940535930225086	0.0008819726123915376
330	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	DNA_transposons	11364604	339404707	10309	301465	0.0009071147573641809	0.0008882169097318972
331	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	LINE	74087089	276682222	66504	245270	0.0008976462822017477	0.0008864682314138709
332	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	LTR	31965907	318803404	28163	283611	0.000881032407433332	0.0008896109528366265
333	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	RC_transposons	49644	350719667	45	311729	0.0009064539521392314	0.000888826687897146
334	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	SINE	45502579	305266732	43365	268409	0.0009530229044819635	0.0008792605674436873
335	BRCA	5dbf3203-ce73-41e4-bf9a-32fc856f73f5	SVA	513537	350255774	483	311291	0.000940535930225086	0.0008887533714147992
336	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	DNA_transposons	11364604	339404707	10460	305252	0.0009204016259607462	0.0008993746807406534
337	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	LINE	74087089	276682222	67398	248314	0.0009097131620328611	0.0008974700224866634
338	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	LTR	31965907	318803404	28512	287200	0.00089195028941303	0.0009008686745389958
339	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	RC_transposons	49644	350719667	48	315664	0.0009668842156151801	0.0009000464750099116
340	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	SINE	45502579	305266732	43815	271897	0.0009629124538193759	0.0008906866405606229
341	BRCA	6764e0a2-7a78-45c1-9189-6001c6518ce4	SVA	513537	350255774	490	315222	0.0009541668857355946	0.0008999765982444589
342	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	DNA_transposons	11364604	339404707	10485	306115	0.0009226014386422967	0.0009019173679285479
343	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	LINE	74087089	276682222	67608	248992	0.0009125476640066126	0.0008999204871211422
344	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	LTR	31965907	318803404	28597	288003	0.0008946093724166814	0.000903387468221638
345	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	RC_transposons	49644	350719667	48	316552	0.0009668842156151801	0.0009025784117204925
346	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	SINE	45502579	305266732	43924	272676	0.0009653079224366601	0.000893238507234388
347	BRCA	6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	SVA	513537	350255774	492	316108	0.0009580614444528827	0.0009025061782421894
348	BRCA	6c8e9197-fd16-4fed-bfda-e349cab26314	DNA_transposons	11364604	339404707	10575	308549	0.0009305207642958786	0.0009090887475523431
349	BRCA	6c8e9197-fd16-4fed-bfda-e349cab26314	LINE	74087089	276682222	68146	250978	0.0009198093881107949	0.0009070983968026685
350	BRCA	6c8e9197-fd16-4fed-bfda-e349cab26314	LTR	31965907	318803404	28855	290269	0.0009026804714159995	0.0009104952969699157
